Code,Title,Industry,Vertical,Canton,Spin-offs,City,Year,Highlights,Gender CEO,OOB,Funded,Comment
CHE-384.775.108,Noury AG,,,Bern,,,2021.0,,,0.0,0.0,
CHE-241.785.173,Encelta AG,biotech,,Basel-Stadt,ETH,Basel,2023.0,,Male,0.0,0.0,
CHE-236.101.881,PowerMeals SA,,,Genève,,Geneva,2020.0,,,0.0,0.0,
CHE-321.402.601,Scrimber CSC AG,cleantech,,Bern,,Thun,2022.0,,Male,0.0,0.0,
CHE-316.574.745,Soobr AG,ICT,,Bern,,,2020.0,,Male,0.0,1.0,
CHE-317.889.051,Besso AG,,,Bern,,,2023.0,,,0.0,0.0,
CHE-420.546.505,"Eatomics, Luca Hagenmayer",,,St. Gallen,,,2025.0,,,0.0,0.0,
CHE-135.837.565,NanThermix SA,,,Vaud,,,2023.0,,,0.0,0.0,
CHE-471.982.905,SurroundPower GmbH,,,St. Gallen,,,2024.0,,,0.0,0.0,
CHE-453.157.180,Screver AG,,,Schwyz,,,2022.0,,,0.0,0.0,
CHE-448.096.590,Yainvest AG,,,Zug,,,2023.0,,,0.0,0.0,
CHE-207.534.404,Xelidoni SA,,,Vaud,,,2023.0,,,0.0,0.0,
CHE-365.410.126,Ionic Wind AG,,,St. Gallen,,,2025.0,,,0.0,0.0,
CHE-423.563.121,RoBoa AG,,,Zürich,,,2025.0,,,0.0,0.0,
CHE-494.252.781,Rapyuta Robotics AG,micro / nano,,ZH,ETH,,2014.0,,Male,0.0,1.0,
CHE-430.525.315,Rüedu AG,consumer products,,Bern,,Bern,2020.0,,Female,0.0,0.0,
CHE-330.521.541,Altiscreen Sàrl,,,Jura,,,2024.0,,,0.0,0.0,
CHE-174.233.767,Paymira AG,ICT,,St. Gallen,,Rapperswil,2024.0,,Male,0.0,0.0,
CHE-341.726.171,QIO Quantitative Investment Office AG,,,Zürich,,,2020.0,,,0.0,0.0,
CHE-133.603.447,Bioscibex SA,,,Valais / Wallis,EPFL,,2024.0,,,0.0,0.0,
CHE-202.708.921,ViaSlim AG,healthcare IT,,Zürich,,Zürich,2024.0,,Male,0.0,0.0,
CHE-499.622.514,Dootix SA,ICT,,FR,,Bulle,2012.0,,Male,0.0,0.0,
CHE-424.536.351,DATAPROTECT AG,,,Zürich,,,2023.0,,,0.0,0.0,
CHE-348.910.132,Amarastesia Sàrl,,,Jura,,Courroux,2024.0,,Female,0.0,0.0,
CHE-337.564.095,Demiurge Technologies AG,ICT,,Zug,,,2015.0,,Female,0.0,1.0,
CHE-436.635.178,DNAir AG,,,Zürich,,,2025.0,,,0.0,0.0,
CHE-143.236.712,Vestir Technologies GmbH,,,Zug,,,2023.0,,,0.0,0.0,
CHE-211.758.467,Ivy Solutions SA,,,Genève,,,2020.0,,,0.0,0.0,
CHE-273.853.034,ProLean GmbH,,,LU,,,2021.0,,,0.0,0.0,
CHE-398.948.585,Herlock Insights AG,ICT,,Zürich,,,2021.0,,Female,0.0,1.0,
CHE-476.870.277,Legal Technology Switzerland AG (Proxeus),ICT (fintech),,Zug,,,2016.0,Top 100 Swiss Startup Award 2018,,1.0,0.0,
CHE-321.358.325,Novexus,,,Basel-Stadt,,,2017.0,,,0.0,0.0,
CHE-228.038.594,surp.ch GmbH,,,St. Gallen,HSG,,2015.0,,,0.0,0.0,
CHE-162.467.962,Cellsmaniak SA (VEETAMINE),,,Valais / Wallis,,,2020.0,,,0.0,0.0,
CHE-134.747.741,precisionED,healthcare IT,,SZ,,,2020.0,,Male,0.0,1.0,
CHE-183.576.769,Digital Frontiers GmbH (vosh),,,LU,,,2017.0,,,0.0,0.0,
CHE-256.606.428,Well Gesundheit AG,,,Zürich,,,2020.0,,,0.0,0.0,
CHE-368.560.207,wearefreemovers GmbH,,,Zug,,,2024.0,,,0.0,0.0,
CHE-328.540.061,Fleeps,,,Bern,EPFL,,2022.0,,,0.0,0.0,
CHE-425.306.670,OptoLumina AG,,,Bern,,,2023.0,,,0.0,0.0,
CHE-218.178.555,Engimmune Therapeutics AG,biotech,,Basel-Stadt,ETH,Basel,2021.0,,Male,0.0,1.0,
CHE-444.521.246,SmartHelio Sarl,cleantech,,VD,EPFL,Lausanne,2019.0,"Winner Venture Kick, Innosuisse Certificate",Male,0.0,1.0,
CHE-355.799.408,Nerai Bioscience AG,biotech,,Zürich,,,2025.0,,Male,0.0,0.0,
CHE-329.257.596,Eldy SA,ICT,,Vaud,,Morges,2025.0,,Male,0.0,0.0,
CHE-385.614.287,Supervised AG,ICT,,ZG,,Zug,2024.0,,Male,0.0,0.0,
CHE-437.795.436,SwissInspect Sàrl,,,Vaud,EPFL,Lausanne,2021.0,,,0.0,0.0,
CHE-195.614.655,MIROS Technology SA,,,Vaud,EPFL,,2023.0,,,0.0,0.0,
CHE-363.379.669,BioCopy AG,biotech,,Basel-Stadt,,Basel,2018.0,,Male,0.0,0.0,
CHE-262.423.379,Lobby AG,,,Zürich,,,2025.0,,,0.0,0.0,
CHE-241.373.149,Albatross AI,ICT,,Zug,,Baar,2024.0,,Male,0.0,0.0,
CHE-226.394.374,Adularia,biotech,,Zürich,Universität Zürich,,2022.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Female,0.0,1.0,
CHE-224.134.661,INAIT SA,Deep Tech,,Vaud,EPFL,Lausanne,2016.0,,Male,0.0,0.0,
CHE-248.028.564,Sustema AG,ICT,,Zürich,,,2017.0,,Male,0.0,1.0,
CHE-170.030.403,AdminTech Sàrl,,,Genève,,,2021.0,,,0.0,0.0,
CHE-268.171.992,reviewr.ai AG (Kadoa),ICT,,Zürich,,Zürich,2021.0,,Male,0.0,0.0,
CHE-326.013.738,TheraPPI Bioscience SA,biotech,,Genève,,Plan-les-Ouates,2024.0,,Male,0.0,0.0,
CHE-210.150.955,Volv Global SA,,,Vaud,,Epalinges,2017.0,,Male,0.0,0.0,
CHE-205.568.160,Straintest GmbH,Deep Tech,,Zürich,,Zürich,2024.0,,Male,0.0,0.0,
CHE-211.558.709,Roomfs SA,,,Genève,,,2022.0,,,0.0,0.0,
CHE-388.251.790,ph. AG (KA-EX),consumer products,,Zürich,,,2016.0,,Male,0.0,1.0,
CHE-172.137.584,Aiducation International Schweiz,,,Zürich,,,2009.0,,,0.0,0.0,
303.983.583,iWin - innovative Window SA,,,Ticino,,,2019.0,,,0.0,0.0,
CHE-291.609.377,Koa Switzerland GmbH,cleantech,,ZH,,,2017.0,Winner Venture Kick,Male,0.0,1.0,
CHE-367.953.314,8gears AG,,,Zürich,,,2015.0,,,0.0,0.0,
CHE-336.737.223,BOOKBRIDGE FOUNDATION,,,Basel-Stadt,,,2010.0,,,0.0,0.0,
CHE-352.010.237,Carnault AG,consumer products,,Basel-Stadt,,Basel,2016.0,,Male,0.0,1.0,
CHE-150.878.666,RWAI Schweiz AG,ICT,,Zürich,ZHAW,Winterthur,2025.0,,Male,0.0,0.0,
CHE-306.351.882,Rimon Technologies GmbH,ICT,,Zürich,ETH,Zurich,2020.0,,Male,0.0,0.0,
CHE-343.543.919,Clee Medical SA,medtech,,Genève,,Geneva,2024.0,,Male,0.0,0.0,
CHE-265.797.899,Luxtelligence SA,Deep Tech,,Vaud,EPFL,Ecublens,2022.0,,Male,0.0,0.0,
CHE-164.102.684,Neurimmune AG,,,ZH,Universität Zürich,,2006.0,Innosuisse Certificate,,0.0,0.0,
CHE-341.928.007,apheros AG,cleantech,,Zürich,ETH,Zurich,2023.0,"Top 100 Swiss Startup Award 2024, Winner Venture Kick",Female,0.0,1.0,
CHE-375.597.167,NEMATX AG,ICT,,Zürich,ETH,,2020.0,Winner Venture Kick,Male,0.0,1.0,
CHE-313.744.583,Crion SA,ICT,,Ticino,,Lugano,2021.0,,Male,0.0,1.0,
CHE-349.269.438,BTRY AG,cleantech,,Zürich,"Empa, ETH",,2023.0,"Top 100 Swiss Startup Award 2024, Winner Venture Kick",Male,0.0,1.0,
CHE-114.512.761,BioVersys AG,biotech,,BS,ETH,Basel,2008.0,"Top 100 Swiss Startup Award 2013, Innosuisse Certificate, Winner Venture Kick, Top 100 Swiss Startup Award 2012, Top 100 Swiss Startup Award 2011",Male,0.0,1.0,
CHE-374.587.120,Wyden,ICT (fintech),,ZH,,,2014.0,Top 100 Swiss Startup Award 2019,Male,0.0,1.0,
CHE-194.478.935,Libattion AG,cleantech,,Zürich,,,2018.0,,Male,0.0,1.0,
CHE-327.137.395,Somagenetix AG,biotech,,ZH,Universität Zürich,Zürich,2019.0,,Male,0.0,1.0,
CHE-496.883.716,Vanarix SA,biotech,,Vaud,,Lausanne,2018.0,,Female,0.0,1.0,
CHE-428.742.263,CancerNewCo@Memo Therapeutics AG,biotech,,ZH,ETH,,2012.0,"Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2016, Top 100 Swiss Startup Award 2017",Male,0.0,1.0,
CHE-312.229.634,hemotune AG,medtech,,ZH,ETH,,2017.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2020, Innosuisse Certificate, Top 100 Swiss Startup Award 2021",Male,0.0,1.0,
CHE-376.567.447,LEDCity AG,cleantech,,ZH,ZHAW,,2017.0,"Winner WA de Vigier Foundation Startup Award, Top 100 Swiss Startup Award 2022",Male,0.0,1.0,
CHE-267.518.768,Kyan Health AG,healthcare IT,,ZH,,,2021.0,,Male,0.0,1.0,
CHE-480.845.087,Weev AG,ICT,,Zürich,,Opfikon,2018.0,,Male,0.0,1.0,
CHE-484.892.022,Digt AG,ICT,,Zürich,,Dällikon,2019.0,,Male,0.0,1.0,
CHE-264.608.949,Wingtra AG,micro / nano,,ZH,ETH,,2016.0,"Top 100 Swiss Startup Award 2016, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021",Male,0.0,1.0,
CHE-372.073.264,Lightium AG,micro / nano,,Zürich,,,2023.0,Winner Venture Kick,Male,0.0,1.0,
CHE-233.237.662,CUTISS AG,biotech,,ZH,Universität Zürich,,2017.0,"Innosuisse Certificate, Winner WA de Vigier Foundation Startup Award, Top 100 Swiss Startup Award 2017, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021",Female,0.0,1.0,
CHE-427.587.592,Spectroplast AG,micro / nano,,ZH,ETH,,2018.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2019",Male,0.0,1.0,
CHE-250.589.429,Lymphatica Medtech SA,medtech,,VD,"Université de Lausanne, EPFL",Lausanne,2017.0,"Winner Venture Kick, Innosuisse Certificate",Male,0.0,1.0,
CHE-459.879.248,B'ZEOS SA,cleantech,,Vaud,,Lausanne,2021.0,,Male,0.0,1.0,
CHE-452.912.844,MPower Ventures AG,cleantech,,ZH,,Zürich,2017.0,Innosuisse Certificate,Male,0.0,1.0,
CHE-213.176.313,mimic robotics AG,micro / nano,,Zürich,ETH,Zurich,2024.0,Winner Venture Kick,Male,0.0,1.0,
CHE-204.467.326,sallea AG,cleantech,,Zürich,ETH,Zürich,2023.0,"Top 100 Swiss Startup Award 2024, Winner Venture Kick",Female,0.0,1.0,
CHE-275.988.857,SixPeaks Bio AG,biotech,,Basel-Stadt,,,2022.0,,Male,0.0,1.0,
CHE-191.651.344,Argá Medtech SA,medtech,,Vaud,,Epalinges,2020.0,,,0.0,1.0,
CHE-245.620.803,POP UP SHOPS AG (Spacewise),ICT,,Zürich,,,2014.0,,Male,0.0,1.0,
CHE-385.869.120,Calvin Risk AG,ICT (fintech),,ZH,ETH,Kloten,2022.0,Top 100 Swiss Startup Award 2024,Male,0.0,1.0,
CHE-342.575.130,BE WTR SA,cleantech,,Vaud,,Lausannne,2020.0,,Male,0.0,1.0,
CHE-430.610.464,qiibee AG,ICT,,Zug,,Zug,2012.0,,Male,0.0,1.0,
CHE-423.939.580,NovaMea SA,cleantech,,Vaud,EPFL,Renens,2023.0,,Male,0.0,1.0,
CHE-354.125.957,LimmaTech Biologics AG,biotech,,Zürich,,,2016.0,,Male,0.0,1.0,
CHE-370.842.046,OneTwenty AG,healthcare IT,,Zürich,,,2022.0,,Male,0.0,1.0,
CHE-276.337.823,Swiss-Mile Robotics AG,micro / nano,,Zürich,ETH,Zürich,2023.0,,Male,0.0,1.0,
CHE-424.414.541,SwissDrones Operating AG,micro / nano,,ZH,,,2013.0,,Male,0.0,1.0,
CHE-243.080.729,Nouscom AG,biotech,,Basel-Stadt,,Basel,2015.0,,Male,0.0,1.0,
CHE-139.990.987,Positrigo AG,medtech,,ZH,ETH,Zürich,2018.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2022, Innosuisse Certificate, Top 100 Swiss Startup Award 2023",Male,0.0,1.0,
CHE-134.733.288,Sygnum Bank AG,ICT (fintech),,ZH,,,2018.0,"Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2023",Male,0.0,1.0,
CHE-392.276.971,ActLight SA,micro / nano,,VD,,,2011.0,"Top 100 Swiss Startup Award 2013, Winner Venture Kick, Top 100 Swiss Startup Award 2012, Top 100 Swiss Startup Award 2014, Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2016",Male,0.0,1.0,
CHE-110.062.523,Caplena AG,ICT,,Zürich,ETH,Zürich,2017.0,Winner Venture Kick,Male,0.0,1.0,
CHE-446.947.308,DataHow AG,ICT,,Zürich,ETH,Dübendorf,2017.0,,Male,0.0,1.0,
CHE-301.889.074,macu4 AG,medtech,,ZH,,Zürich,2021.0,Winner Venture Kick,Male,0.0,1.0,
CHE-254.457.672,Food Brewer AG,cleantech,,Zürich,,Horgen,2021.0,Top 100 Swiss Startup Award 2024,Male,0.0,1.0,
CHE-371.974.816,PreComb Therapeutics AG,biotech,,ZH,,Hombrechtikon,2018.0,,Male,0.0,1.0,
CHE-389.987.008,tiun AG,ICT (fintech),,Zürich,,Zurich,2023.0,,Male,0.0,1.0,
CHE-401.957.569,Nimagna AG,ICT,,Zürich,,,2020.0,"Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-426.014.365,qCella AG,cleantech,,Zürich,ETH,,2023.0,"Top 100 Swiss Startup Award 2024, Winner Venture Kick",Female,0.0,1.0,
CHE-482.680.199,Calingo Insurance AG,ICT (fintech),,ZH,,Zurich,2020.0,,Female,0.0,1.0,
CHE-269.948.387,Lucky Punch Holding AG,consumer products,,ZH,,Zürich,2017.0,,Male,0.0,1.0,
CHE-318.703.048,Voltiris SA,cleantech,,VD,EPFL,Lausanne,2022.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-439.909.739,rrreefs AG,cleantech,,Zürich,ETH,Zürich,2023.0,Winner Venture Kick,Female,0.0,1.0,
CHE-430.943.606,Sundays Beverage AG,consumer products,,Zürich,,Zürich,2020.0,,Female,0.0,1.0,
CHE-376.843.268,DeepJudge AG,ICT,,ZH,ETH,Zürich,2021.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Female,0.0,1.0,
CHE-208.681.284,Microcaps AG,micro / nano,,ZH,ETH,,2019.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-318.903.127,Agora Care SA,healthcare IT,,GE,,,2021.0,Winner Venture Kick,Male,0.0,1.0,
CHE-409.279.000,Limula SA,medtech,,Vaud,,La Tour-de-Peilz,2020.0,"Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024, Winner Venture Kick",Male,0.0,1.0,
CHE-420.092.496,Rivia SA,healthcare IT,,ZH,,Zürich,2022.0,Winner Venture Kick,Male,0.0,1.0,
CHE-193.138.454,ANYbotics AG,micro / nano,,ZH,ETH,,2016.0,"Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021",Male,0.0,1.0,
CHE-264.277.864,Everyman Health AG,healthcare IT,,Zürich,,Zürich,2023.0,,Male,0.0,1.0,
CHE-165.176.923,Odne AG (Lumendo AG),medtech,,Zürich,"EPFL, ETH",Dübendorf,2018.0,"Winner Venture Kick, Innosuisse Certificate, Top 100 Swiss Startup Award 2022",Male,0.0,1.0,
CHE-195.606.420,embotech AG,ICT,,ZH,ETH,,2013.0,"Innosuisse Certificate, Top 100 Swiss Startup Award 2018",Male,0.0,1.0,
CHE-392.647.435,MindMetrix AG,ICT,,ZH,ETH,,2022.0,Winner Venture Kick,Male,0.0,1.0,
CHE-361.589.084,Tyxit SA (Sonix),ICT,,VD,EPFL,Echichens,2019.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024, Innosuisse Certificate",Male,0.0,1.0,
CHE-320.175.259,CustomSurg AG,medtech,,Zürich,ETH,,2021.0,"Top 100 Swiss Startup Award 2024, Winner Venture Kick",Male,0.0,1.0,
CHE-388.584.292,biped robotics SA,healthcare IT,,Vaud,EPFL,La Sarraz,2021.0,Winner Venture Kick,Male,0.0,1.0,
CHE-253.496.327,Yuon Control AG,cleantech,,Bern,,Oberburg,2020.0,,Male,0.0,1.0,
CHE-293.107.980,Luya Foods AG,cleantech,,BE,,Zollikofen,2021.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-386.417.298,Myria Biosciences AG,biotech,,Basel-Stadt,ETH,Basel,2022.0,,Male,0.0,1.0,
CHE-390.794.551,Ikerian AG / RetinAI US Inc.,healthcare IT,,BE,,,2016.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2018, Innosuisse Certificate, Top 100 Swiss Startup Award 2021",Male,0.0,1.0,
CHE-143.068.099,machineMD AG,healthcare IT,,BE,Universität Bern,Bern,2019.0,Innosuisse Certificate,Male,0.0,1.0,
CHE-153.024.821,Lakera AI AG,ICT,,Zürich,,,2021.0,"Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-238.053.738,Menon Skills AG,ICT,,BE,,Thun,2020.0,,Male,0.0,1.0,
CHE-470.486.905,Insurteam SA,ICT,,VD,,Lausanne,2024.0,,Male,0.0,1.0,
CHE-398.606.506,Planted Foods AG,cleantech,,ZH,"ETH, HSG",Kemptthal,2019.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-138.068.018,inyova AG,ICT (fintech),,ZH,,,2017.0,"Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022",Male,0.0,1.0,
CHE-489.761.516,Classtime AG,ICT,,ZH,,Schlieren,2019.0,,Male,0.0,1.0,
CHE-413.758.373,eightinks AG,cleantech,,Zürich,ETH,Schlieren,2022.0,Top 100 Swiss Startup Award 2024,Male,0.0,1.0,
CHE-456.329.046,ImmunOs Therapeutics AG,biotech,,ZH,"Universität Basel, Universität Zürich",,2014.0,,Male,0.0,1.0,
CHE-133.165.950,Nextesy AG,ICT,,ZH,,Zürich,2023.0,,Male,0.0,1.0,
CHE-265.012.937,NetFabric AG,cleantech,,Zürich,ETH,Zurich,2024.0,,Male,0.0,1.0,
CHE-294.885.554,Alivion AG,micro / nano,,Zürich,ETH,Zürich,2020.0,,Male,0.0,1.0,
CHE-193.564.727,Oncobit AG,healthcare IT,,ZH,Universität Zürich,Schlieren,2018.0,"Innosuisse Certificate, Winner Venture Kick",Female,0.0,1.0,
CHE-217.268.552,FLOWIT AG,ICT,,ZH,,Opfikon,2020.0,Top 100 Swiss Startup Award 2024,Male,0.0,1.0,
CHE-306.304.693,CarbonPool Holding AG,ICT (fintech),,Zürich,,Zurich,2023.0,,Male,0.0,1.0,
CHE-305.369.655,CREAL SA,ICT,,VD,EPFL,,2017.0,"Winner Venture Kick, Top 100 Swiss Startup Award 2018, Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022, Innosuisse Certificate",Male,0.0,1.0,
CHE-165.140.121,Synthara AG,micro / nano,,ZH,Universität Zürich,Zürich,2019.0,"Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2024, Winner Venture Kick",Male,0.0,1.0,
CHE-470.633.081,Anapaya Systems AG,ICT,,ZH,ETH,,2017.0,"Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021, Top 100 Swiss Startup Award 2022",Male,0.0,1.0,
CHE-314.768.238,Pelt8 AG,cleantech,,ZH,,Zurich,2021.0,,Male,0.0,1.0,
CHE-356.740.151,EthonAI AG,ICT,,ZH,ETH,Zürich,2021.0,"Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-421.527.189,UMAMI AG,cleantech,,ZH,,Zürich,2018.0,,Male,0.0,1.0,
CHE-257.484.464,Borobotics GmbH,cleantech,,Zürich,ZHAW,Winterthur,2023.0,Winner Venture Kick,Male,0.0,1.0,
CHE-340.229.036,Relai AG,ICT (fintech),,ZH,,,2020.0,"Top 100 Swiss Startup Award 2022, Top 100 Swiss Startup Award 2023, Top 100 Swiss Startup Award 2024",Male,0.0,1.0,
CHE-498.003.739,Nezasa AG,ICT,,ZH,,,2012.0,"Top 100 Swiss Startup Award 2014, Top 100 Swiss Startup Award 2015, Top 100 Swiss Startup Award 2016, Top 100 Swiss Startup Award 2017",Male,0.0,1.0,
CHE-405.858.475,Cerrion AG,ICT,,Zürich,ETH,Kloten,2021.0,,Male,0.0,1.0,
CHE-451.535.259,Freespirited Drinks AG (REBELS 0.0% ),consumer products,,ZH,,Zürich,2020.0,,Male,0.0,1.0,
CHE-109.521.889,Kuros Biosurgery AG,biotech,,ZH,"ETH, Universität Zürich",,2002.0,,Male,0.0,1.0,CHE-109.521.889 - UID gelöscht am 13.11.2024
CHE-223.971.358,Moonlight AI Sàrl,,,JU,Universität Basel,Courroux,2022.0,,,0.0,0.0,
CHE-382.845.198,PXMize AG (Onedot),ICT,,ZH,,,2014.0,,Male,0.0,0.0,
CHE-343.473.851,Bonebridge AG,medtech,,ZG,,Zug,2018.0,,Male,0.0,0.0,
CHE-444.535.389,LifeMatrix Technologies AG,,,ZH,Universität Zürich,,2019.0,Top 100 Swiss Startup Award 2021,,0.0,1.0,
CHE-415.408.464,Mulier Health,,,BL,Universität Basel,,2019.0,,,0.0,0.0,
CHE-112.927.973,Textshuttle,,,ZH,Universität Zürich,,2006.0,,,0.0,0.0,
CHE-450.135.118,LYSR Sarl,ICT,,FR,HEIA-FR,Freiburg / Fribourg,2022.0,,Male,0.0,0.0,
CHE-261.481.960,Spotme SA,ICT,,VD,EPFL,,2016.0,,Male,0.0,1.0,
CHE-107.708.164,Lumentum Switzerland AG (Time-Bandwith Products),micro / nano,,ZH,ETH,,1994.0,,,0.0,1.0,
CHE-108.572.306,Prionics AG,medtech,,ZH,Universität Zürich,,1997.0,,,1.0,1.0,
CHE-215.350.964,Saiba GmbH,biotech,,Schwyz,Universität Zürich,Freienbach,2012.0,,Male,0.0,1.0,
CHE-419.534.808,Riverkin GmbH,cleantech,,Zürich,ETH,Zurich,2024.0,,Female,0.0,1.0,
CHE-319.948.256,Apricot Therapeutics AG,,,Zürich,Universität Zürich,,2022.0,,Male,0.0,0.0,
CHE-403.121.783,aiEndoscopic AG,medtech,,ZH,"ETH, Universität Zürich",Zürich,2021.0,Winner Venture Kick,Female,0.0,1.0,
not in zefix,R2home,micro / nano,,VD,"EPFL, Berner Fachhochschule",,2019.0,,Male,0.0,0.0,
CHE-486.041.489,WasteFlow SA,ICT,,Vaud,EPFL,Lausanne,2024.0,Winner Venture Kick,Male,0.0,0.0,
CHE-322.016.330,Scanvio Medical AG,healthcare IT,,Zürich,ETH,,2024.0,,Male,0.0,0.0,
CHE-208.379.371,Prometheus Life Technologies AG,,,Zürich,Universität Zürich,,2022.0,,,0.0,1.0,
CHE-401.151.856,KoraLabs GmbH,Deep Tech,,Zürich,ETH,,2024.0,,Male,0.0,1.0,
CHE-114.451.651,bitvoodoo GmbH,,,Zürich,Universität Zürich,,2008.0,,,0.0,0.0,
CHE-328.858.132,Unbound Potential,cleantech,,Zürich,ETH,Thalwil,2023.0,,Male,0.0,0.0,
CHE-154.236.171,House of Charts AG,ICT,,Zürich,ETH,,2024.0,,Male,0.0,0.0,
CHE-195.804.262,Gemeinsam Nachhaltig (RePan),cleantech,,Solothurn,FHNW,Walterswil,2022.0,,Male,0.0,0.0,
CHE-194.381.359,Zysthera GmbH,,,Basel-Stadt,Universität Basel,Riehen,2022.0,,,0.0,0.0,
CHE-324.320.684,mynatix ag,,,Basel-Stadt,Universität Basel,Basel,2022.0,,,0.0,0.0,
CHE-114.590.459,South Pole Carbon Asset Management AG,cleantech,,ZH,ETH,Zürich,2006.0,,,0.0,0.0,
CHE-301.060.727,Kunendo AG,ICT,,Zürich,Universität Zürich,,2013.0,,Male,1.0,0.0,In Liquidation
CHE-137.991.763,In Virtuo Laboratories Sagl,biotech,,Ticino,IDSIA USI SUPSI,Lugano,2024.0,,Male,0.0,0.0,
CHE-380.261.394,Divea SA,,,Valais / Wallis,EPFL,,2024.0,,,0.0,0.0,
CHE-285.711.458,YQuantum GmbH,Deep Tech,,,Universität Basel,Villigen,2024.0,,Male,0.0,0.0,
CHE-229.758.403,Shootify Labs Sagl,ICT,,Ticino,Università della Svizzera Italiana,Lugano,2024.0,Winner Venture Kick,Male,0.0,0.0,
CHE-328.740.542,Acthera Therapeutics AG,biotech,,BS,"Universität Zürich, Universität Basel",,2019.0,,Male,0.0,1.0,
CHE-106.407.228,Andermatt Biocontrol AG,Life-Sciences,,LU,ETH,,1988.0,,Male,0.0,0.0,
CHE-351.369.078,Recarta SA,ICT,,VD,EPFL,Reverolle,2024.0,,Male,0.0,0.0,
CHE-374.739.915,4QT,cleantech,,Zürich,ETH,,2020.0,,Male,0.0,1.0,
CHE-115.688.687,Eleoss GmbH,micro / nano,,Bern,Empa,,2010.0,,,1.0,0.0,
CHE-228.445.841,HepaVue Dx,biotech,,Vaud,EPFL,Lausanne,2024.0,,Male,0.0,0.0,
CHE-486.479.093,PXL Vision AG,ICT,,Zürich,"HSG, ETH",,2017.0,"Top 100 Swiss Startup Award 2019, Top 100 Swiss Startup Award 2020, Top 100 Swiss Startup Award 2021",Male,0.0,1.0,
CHE-427.093.982,aliunid AG,cleantech,,ZG,Berner Fachhochschule,,2018.0,,Male,1.0,1.0,
CHE-149.201.586,Shift Crypto AG (former Shift Devices AG),ICT (fintech),,BL,ETH,,2015.0,,Male,0.0,1.0,
CHE-280.716.595,SPEQQLE SA,,,Genève,Université de Genève,,2024.0,,,0.0,0.0,
CHE-264.938.111,Ailegis,,,Bern,EPFL,,2024.0,,,0.0,0.0,
CHE-203.691.329,Juvion Life Sciences Sàrl,healthcare IT,,Vaud,EPFL,Lausanne,2024.0,,Male,0.0,0.0,
CHE-422.019.926,WindShape SA,ICT,,Genève,"University of Applied Sciences and Arts Western Switzerland, University of Applied Sciences of Geneva",Genève,2017.0,,Male,0.0,0.0,
CHE-250.572.156,EVIIVE AG,biotech,,Zürich,Universität Zürich,Zürich,2024.0,,Male,0.0,0.0,
